13	【杨堤】杨堤是一个风光秀丽的村庄，这里群峰环抱，一水穿流，田园似锦，江山如画。到处都是咏不尽的诗，作不完的画。人们常赞美：春昆明、秋北京、夜上海、雨桂林。杨堤是欣赏漓江烟雨的最好地方，漓江烟雨是漓江风景一绝。雨中的杨堤，云绕千峰，瀑悬飞练，船影若幻，雨浪如烟。#迪拜#
14	《北京东方和谐怎么样？自体脂肪做的怎么样？》北京东方和谐装修是比较豪华舒适的，而且实力雄厚，拥有着多个病房以及无菌的手术室，主打自体脂肪填充，对脂肪有着很深入的研究，先后完成了很多有难度的脂肪案例，让人们的形象变得好看，从而提高个人的魅力。#面条会看脸#O北京东方和谐怎么样？自体脂肪做的怎么样？
15	#装台#一直以为是北京话的“中央台”
16	，【黄连天花】根据自己的需要量准备黄连，加入少量水混合后，直接在脸上涂上长粉刺的地方，花30分钟后洗掉。黄连全面调理肌肤，有效去除因上火而产生的粉刺。[五仁月饼]#北京纹身#
17	39岁]39岁是男人的界限，许多男人“夭折”是39岁。党员干部中也有39岁的现象。曹丕、吕布、多尔坤、岳飞、郑成功都没有39岁。明朝农民领导人兼省份，38岁占领北京，39岁败退，神秘地消失。李大哲39岁就被处以绞刑。格巴拉、马丁•路德金共39岁被杀害。最强的钢琴家肖邦也在39岁时去世了。#邢昭林#
18	#世界级濒危猛兽接近北京#这话题绝了，以为是什么，原来是豹子到了河北。。。
19	20201130#今天北京环球度假区说话了吗#没有今日粉丝数为214677
20	#自如#北京的租房市场真的够烂。找房东直租也好不到哪里去，房东三天两头来打扰，想尽办法扣押金。提前解约吧人家不按合同办事，已经交了的房租恨不得一分钱都不退给你。
21	北京茅盾故居位于东城区交道口南街后园寺巷13号，1985年3月27日正式开业。故居为双向四合院，占地面积878平方米。门内的屏风墙上镶嵌着邓颖超题写的“茅盾故居”金字和黑色大理石横板。前院有三间北房、三间东西翼房和六个倒立座位。#摩洛哥旅行#
22	#兔日子#一觉醒来异常清醒，状态异常好，只是心里止不住地失落，备考无法不令我痛彻心扉地想念青春年少、梦想与北京..
18	#世界级濒危猛兽接近北京#这标题起的我都准备跑路了
23	#北京设百余个蛋壳公寓接待点#好好查吧。现在还不晚。
24	1600年5月18日，利玛窦带着庞迪我神父和准备好献给皇帝的礼物再度赴京，并于1601年1月24日抵达北京。进呈自鸣钟、圣经、《万国图志》、大西洋琴等方物，得明神宗信任。同年，明神宗下诏允许利玛窦等人长居北京。但中国的朝廷根本没有注意到，利玛窦长住北京的目的是为了传播基督教。#考古现场#
25	#北京自如被爆强迫降租单方解约#之前自如、蛋壳抢占市场房源，把月租七千的房子竞价到一万多，我没住过蛋壳公寓不知道蛋壳怎么样，自如服务质量我给95分，自如从房东接过房子后需要装修，装修完空置一个月再出租，出租时也不是马上就可以租出去的，有时不到一个月，有时一月以上，或者更长，这期间的房租都是自如在买单，今年疫情期间自如也上过热搜，是负面新闻，具体内容我忘记了，就记得自如管家说今年必须盈利，那之少五成的可能是之前是亏损的，我个人相信这个可能性，自如和房东出现利益纠纷是必然的。
26	【生活欺骗了你。陆毅、秦海璐、耿乐、吴越、郭京飞共同演出的情感大剧《如果生活欺骗了你》（简称“假如”）将于8月26日起以明星的身份开播，在北京、天津、吉林、河南四大卫星电视台连续两次在晚上的黄金档播出。陆毅、耿乐、郭京飞三个型男首次同台，写下了现代男人的生存规则。#小欢喜#
27	#中国高收入城市排行榜#作为中国城市的第一梯队，万亿、准万亿GDP城市有多少已跨过中等收入阶段，迈入高收入门槛？2019年末，GDP达万亿元的城市有17座，按照GDP突破万亿的时间顺序分别为：上海、北京、广州、深圳、天津、重庆、苏州、成都、武汉、杭州、南京、青岛、长沙、无锡、宁波、郑州、佛山。
28	灵性成长星光不问赶路人，北京大兴机场下午17：00的月亮#命硬私董会#
29	#北京出行服务#京沪高速进京方向廊坊至采育路段交通运行压力集中。途经该路段请小心礼让驾驶，注意行车安全。（市交通委TOCC与招商公路京津塘高速分公司联合提供）
30	明朝历史上唯一没有居住在自己陵墓里的皇帝。景泰帝朱祁玉在此后的执政生活中，除了废立太子、黄河治世等大事外，朱祁玉所做的另一件事是建造自己的陵墓。他没想到自己病死后，被哥哥朱祁镇复辟，只能重新贬低自己，埋葬在北京西山。#考古发现#
31	北京某地下车库，太NB了~卧虎藏龙啊！这可是兰博基尼雷文顿(Reventon)，产量仅为21辆（1辆存放于博物馆）。厂商指导价（元）：1500.00万，现在价格翻几倍了吧。#越野#
32	只为自己，真正地改变……你必须放弃让他爱你这个念头……不为取悦别人，所谓放弃、——《北京青年》……换一种心态。换一种活法，你要是想让他真正爱上你#北京晚霞#
33	#点亮乡村光明万家#赠人玫瑰，手有余香。我在“点亮乡村光明万家”项目捐款成功！@北京感恩公益基金会点亮乡村光明万家
34	#北京约会#有谁想我了哇？
35	1。把五花肉半熟，烫20分钟，取出切片冷却。2。把辣椒切成段，豆豉切碎。三。烧热无油锅，将花椒炒至表面发白，然后取出备用。四。把平底锅加热，放些油进去，然后把肉片炒一下，油就出来了。5个。加入豆豉、八角、酱油、料酒和炒菜。6。加入胡椒粉炒一会，加入盐和糖调味，然后放入锅中。#北京探店#
25	#北京自如被爆强迫降租单方解约#我现在只希望我们住的地方挺住。。。
36	1826年5月初6日上午9点，在北京的东郊发生了神秘的大爆炸。影响面积约3平方公里。据记录，某户人家的桌子和椅子翻倒了，由于地势暗，妻子和妾和女儿互相碰撞，摔倒了。最令人费解的是，在这次大灾害中，当事者全体人员一瞬间都赤身裸体，赤身裸体。#莫高窟#
37	唐嫣#燕云台#北京卫视今晚有关电视剧《燕云台》的三部分内容安排的不错，先是播大结局第48集；然后播《大戏看北京》节目，几位主演谈塑造角色的体会、做游戏等；第三部分《档案》结合电视剧讲述史料和现存遗迹有关大辽历史、有关萧太后的故事，知识性很强。
38	工笔画。#蔚蓝地图#实景。2020年11月30日23点45分，北京市，当前晴，-2℃，湿度62%，北风1级，空气质量良。
39	西甲前线#明日份的赛程小预告#本轮西甲的最后一场比赛啦👀⏰北京时间明天凌晨4：00⚔️皇家贝蒂斯🆚埃瓦尔两家情况都不尽如人意的球队之间的对决，谁能把握住机会、尽快走出困境呢🤔
16	搭配要点：漂亮的发带+仙女裙+裸色丝巾+台跟+耳环。#北京纹身#
27	#中国高收入城市排行榜#出炉！人均GDP高达2万美元的高收入城市第一梯队，依次为深圳、无锡、苏州、南京、北京、上海、广州、杭州、武汉和宁波10座城市。我拖杭州了
40	易烊千玺#春晚#我要被我奶奶笑死了我奶奶问我这孩子哪里人我说:北京长大的奶奶:那要真是说上了（男朋友）那可以啊
41	夜深了，有些睡不着。四年了，我又回到了这座城市，一路上感觉既熟悉又陌生。有时候也会想：如果当初不离开，现在又会是怎样的光景？没有如果，每条路都是自己不同阶段的选择，对的也好，错的也就错了。我也终于为当年的自己找了一个完美的说辞：年轻气盛！不矫情了，把握当下，往前走走…#晚安，北京#
42	天呐忽然想到我还有一针hpv没打完2月份不得不去北京啊#年轻人害怕的东西#
43	#北京新增5例新型肺炎病例#第一次发现自己是这么怕死
44	#国内确诊291例新型冠状病毒肺炎病例#我市新增5例新型冠状病毒感染的肺炎病例我市丰台区37岁男性患者，于1月10日赴武汉出差，1月11日返回北京，1月14日出现发热症状，1月20日在我市医疗机构就诊；海淀区39岁男性患者，于1月3日赴武汉出差，1月4日返京，1月9日出现发热症状，1月14日在我市医疗机构就诊；西城区56岁男性患者，于1月8日赴武汉出差，1月16日返京，当日出现发热和呼吸道症状，1月20日在我市医疗机构就诊；通州区18岁女性患者，1月12日赴武汉学习，1月17日返京，1月19日出现发热和呼吸道症状，1月20日在我市医疗机构就诊；海淀区32岁女性患者，于1月13日赴武汉旅游，1月17日返京，在武汉期间已出现呼吸道症状，1月20日在我市医疗机构就诊。根据临床症状和流行病学调查，经疾病预防控制中心检测、专家组评估，以上5名患者今日确诊为新型冠状病毒感染的肺炎病例。5名患者病情平稳，在定点医院接受隔离治疗。现已对21名密切接触者开展医学观察，目前无发热等异常情况。截至1月21日18时，我市共确诊10例新型冠状病毒感染的肺炎病例，其中西城区1例、海淀区2例、丰台区1例、通州区1例、大兴区2例、昌平区2例，武汉来京人员1例。北京市卫生健康委员会2020年1月21日
45	【#北京89所设发热门诊医疗机构#名单】因发热去医院看病，可就近去设有发热门诊的医院就诊，避免出现交叉感染。到发热门诊就诊时应戴好口罩，主动告诉医务人员近期有无与发热、咳嗽等症状的患者近距离接触史、动物接触史、近期旅行史等，便于医务人员准确确定病情，采取及时适宜的治疗。在专科医疗机构就诊时，请理解和遵守医院发热患者诊疗流程和规范，接受医院工作人员的引导。到医院探视病人时，注意加强个人防护，戴好口罩，回家后及时洗手。@北京12320在聆听
46	#电视剧我在北京等你#逐梦路上，“等”你同行！#电视剧我在北京等你#
47	#北京卫健委回应暴力伤医事件#关于妨碍公交车司机驾驶的法律条例能那么快出来实施，可为什么暴力伤医从11年就不断上演的事情，到如今也只是强烈谴责坚决打击，再无他法？我不懂……
48	#北京强化新型冠状病毒肺炎病例排查#好害怕，明天要做高铁回江苏了，人流量这么大，内心太恐惧了。
49	我希望奇迹出现@北京眼科医生陶勇我希望您的胳膊能恢复，还能拿起手术刀#朝阳医院#
50	#境内确诊217例新型冠状病毒肺炎病例#截至1月20日18时，我国境内累计报告新型冠状病毒感染的肺炎病例224例，其中确诊病例217例（武汉198例，北京5例，广东14例）；疑似病例7例（四川2例，云南1例，上海2例，广西壮族自治区1例，山东1例）。日本通报确诊病例1例，泰国通报确诊病例2例，韩国通报确诊病例1例。#武汉肺炎#肺炎来势汹汹，能做好预付可以降低得病风险，戳下图看看吧↓↓↓
47	#北京卫健委回应暴力伤医事件#看了这个新闻，大晚上的睡不着觉。感觉心里特别难受。希望国家不仅能够枪毙这个暴力伤医的恐怖分子，还得把他的直系亲属都列入公立医院黑名单
47	#北京卫健委回应暴力伤医事件#希望医院能有安检系统今年才开始20天这都不知道多少起了这也算犯罪零成本了吧就这都有人洗真的无语
51	人啊，可千万别回头看啊，也千万别在北京的夜晚听怀旧的摇滚啊。#Lastdance#
52	许嵩北京卫视演唱《有何不可》，对现场的把控越来越稳啦@许嵩#娱乐#O网页链接
46	#电视剧我在北京等你#逐梦路上，“等”你同行！#电视剧我在北京等你#
53	#懂球帝#半场战报：阿森纳1-0谢菲联，佩佩屡造险，马丁内利建功北京时间1月18日23:00，英超第23轮，阿森纳对阵谢菲尔德联，上半场佩佩屡次造险，马丁内利破门。半场战罢，阿森纳1-...O网页链接（分享自@懂球帝）
54	#来极光放大幸福年#加油每一天是结束也是开始。万事有始有终的主演现身北京了哦，一波三折的宣传嘛！
55	施展#少年施展#看了深圳和北京签售会就越期待下一场的开始了@施展Alvin展哥年后见现在我要用你这张扫福
56	#盐水鸭的碎碎念#总觉得北京的❄️有心事希望是我想多了愿万事顺遂
46	#电视剧我在北京等你#逐梦路上，“等”你同行！#电视剧我在北京等你#
57	北京牙齿矫正#隐形矫正#哈哈，也不是我啰嗦，是医疗这事，必须是要严谨对待。从学生时代到参军的经历再到正畸工作上，所做的事情、手下带的学生助手们、经过我手的每个案例，都得“严谨”对待
58	#北京冬奥会志愿者#（分享自：爱奇艺泡泡圈）O网页链接
59	#抗击肺炎关爱医护#小善意，大温暖。我在“疫情一线医护•守护者后盾行动”项目捐款成功！愿点滴之举温暖更多心灵。您每捐款1元，新浪同时配捐1元！@北京感恩公益基金会http://t.cn/A6Pfslok
59	#抗击肺炎关爱医护#涓滴之水成海洋，颗颗爱心变希望。我在“疫情一线医护•守护者后盾行动”项目捐款成功！您每捐款1元，新浪同时配捐1元！@北京感恩公益基金会http://t.cn/A6Pfslok
60	2020的第一天，晚安~#北京师范大学考研#
61	希望能够安全度过未来的108天，生一个健健康康的鼠宝宝～#北京累计确诊病例36例#
62	【民航局:#北京两机场对所有抵京旅客体温检测#】1月24日，民航局召开专题电视电话会议，要求民航各单位密切跟踪疫情发展变化，采取对旅客进行体温检测等必要措施和手段，防止疫情通过空中渠道传播。同时要确保疫情防控物资、防控人员运输渠道畅通。在疫情防控特殊时期，各运输航空公司可以根据疫情发展变化调减航班。自1月25日起，北京首都国际机场、北京大兴国际机场将对所有抵京旅客实施体温检测。（张旭）
63	北京大学李勇教授的实验表明：小分子肽能够增强肝脏中乙醇脱氢酶和乙醛脱氢酶的活性，增强分解代谢酒精的能力，促进酒精分解。#澳洲mmv#
46	#电视剧我在北京等你#逐梦路上，“等”你同行！#电视剧我在北京等你#
64	#新型冠状病毒快讯#1.最新统计：截至21日21时，全国共确诊新型冠状病毒肺炎309例。2.截至20日24时，武汉市新型冠状病毒感染的肺炎死亡病例增至6例。3.上海新增确诊病例4例，广东新增确诊病例3例，北京新增确诊病例5例。4.浙江、天津、河南、山东、重庆、四川均出现新型冠状病毒肺炎确诊病例。5.台湾“流行疫情指挥中心”今天证实，一名50岁左右的台湾女性确诊感染2019新型冠状病毒。
43	#北京新增5例新型肺炎病例#我现在都出门戴口罩，唉
43	#北京新增5例新型肺炎病例#我的妈呀。。昨天刚买的唐探3电影票果断退了！等疫情好一些再去电影院看吧！
65	#2020澳网#第二轮:小德vs伊藤龙马，罗德拉沃尔球场日场第三场，北京时间O22号11:30左右开始加油德约[加油][加油][加油]德约科维奇
66	#四川确诊首例新型肺炎#当年在北京经历过非典时代的我，慌的一匹。好想劝家人别聚别吃年饭了，但又觉得劝不动
43	#北京新增5例新型肺炎病例#？？？？！！！不想出门了。
47	#北京卫健委回应暴力伤医事件#别他妈跟我说零容忍，听到这个词就恶心，想吐
47	#北京卫健委回应暴力伤医事件#今日大寒真的寒心
67	【武汉新增136例、北京确诊2例、深圳1例，面对新型冠状病毒肺炎疫情，我们该如何保护自己】#14名医护人员感染新型冠状病毒肺炎#O武汉新增136例、北京确诊2例、深圳1例，面对新型冠状病毒肺炎疫情，我们该如何保护自己
47	#北京卫健委回应暴力伤医事件#报复社会的成本实在太低了
47	#北京卫健委回应暴力伤医事件#离上次没多久，真的好心疼好生气，不严惩有什么用呢？
68	#钟南山肯定新型冠状病毒肺炎人传人#看了一个小时之后想哭尤其是那句“沸腾、嘶吼、惶恐、愤怒和沉默，而万家团圆的除夕夜，就在三天后”不乱跑了北京不去了等着开学吧希望所有人都好求求了所有的患者和医护人员都要平安希望能有效控制
69	#大寒##北京眼科医生陶勇#天气寒冷，可别寒了人心！🙏🙏🙏🙏🙏🙏
70	#去过一次还想再去的城市#想去湖南追星女孩的最爱啊或者北京和上海
71	#2020年北京高考时间变为4天#虽然变长了，有利有弊吧
72	It'smebutnotme.#意大利人#北京
73	#饭圈黑话影射行为将构成侵权#近日，北京互联网法院召开“粉丝文化”与青少年网络言论失范相关问题研讨会。针对饭圈“黑话”“影射”等行为，法院认为，侮辱性称呼与特定明星能形成对应关系的，即构成侵权。用侮辱性绰号辱骂某明星粉丝群体，借以含沙射影辱骂该明星的现象，也构成侵权。
74	#北京朝阳劳动局#天理何在？仲裁也判胜诉，执行阶段法院让我们提供贼人的各种财产，或有钱的账户？不然执行不了。我们只是普通百姓啊，不是公安局，不是经侦局，不是司法局，更不是监察局。山东勇进集团法人刘勇进欠我们员工100多人长达几年，在北京仲裁以后，拒不支付，且转移资产逃避法律制裁法院居然没办法，国家宪法的悲哀，司法的悲哀，人民百姓的悲哀啊，还有正义的人替我们百姓申冤吗？我的实名：黄园园联系方式:135-5959-5323100多人集体讨薪，请求政府重视，为100多位弱小的百姓做主啊，还有天理吗？
75	#北京约会交友#来个小狼狗
76	#北京市公安局#大哥，大姐，你们好，我一位乘务管理员，我有个黑色双肩包在107公交车上丢失，包里有两张火车票和身份证，一条黄树烟，这有我吃的药，日长用品，我是外地来北京打工，现金200还有刮胡刀，充电宝，如果，有拿错包给我拿回来，我谢谢好心人，给我拿回来，快春节了，我回家过个团圆年，家里有爸，妈，老婆和孩子，好心人，给我拿回来吧！求你了
46	#电视剧我在北京等你#逐梦路上，“等”你同行！#电视剧我在北京等你#
77	牙齿矫正#北京正畸#哈哈，也不是我啰嗦，是医疗这事，必须是要严谨对待。从学生时代到参军的经历再到正畸工作上，所做的事情、手下带的学生助手们、经过我手的每个案例，都得“严谨”对待
46	#电视剧我在北京等你#逐梦路上，“等”你同行！#电视剧我在北京等你#
59	#抗击肺炎关爱医护#为爱前行，我一直在路上。我在“疫情一线医护•守护者后盾行动”项目捐款成功！您每捐款1元，新浪同时配捐1元！@北京感恩公益基金会http://t.cn/A6Pfslok
59	#抗击肺炎关爱医护#涓滴之水成海洋，颗颗爱心变希望。我在“疫情一线医护•守护者后盾行动”项目捐款成功！您每捐款1元，新浪同时配捐1元！@北京感恩公益基金会http://t.cn/A6Pfslok
59	#抗击肺炎关爱医护#予人为乐，与己而乐。我在“疫情一线医护•守护者后盾行动”项目捐款成功！您每捐款1元，新浪同时配捐1元！@北京感恩公益基金会http://t.cn/A6Pfslok
59	#抗击肺炎关爱医护#予人为乐，与己而乐。我在“疫情一线医护•守护者后盾行动”项目捐款成功！您每捐款1元，新浪同时配捐1元！@北京感恩公益基金会http://t.cn/A6Pfslok
59	#抗击肺炎关爱医护#希望在大大的世界里，付出一点点温暖。我在“疫情一线医护•守护者后盾行动”项目捐款成功！您每捐款1元，新浪同时配捐1元！@北京感恩公益基金会http://t.cn/A6Pfslok
59	#抗击肺炎关爱医护#为爱前行，我一直在路上。我在“疫情一线医护•守护者后盾行动”项目捐款成功！您每捐款1元，新浪同时配捐1元！@北京感恩公益基金会http://t.cn/A6Pfslok
59	#抗击肺炎关爱医护#希望在大大的世界里，付出一点点温暖。我在“疫情一线医护•守护者后盾行动”项目捐款成功！您每捐款1元，新浪同时配捐1元！@北京感恩公益基金会http://t.cn/A6Pfslok
59	#抗击肺炎关爱医护#为爱前行，我一直在路上。我在“疫情一线医护•守护者后盾行动”项目捐款成功！您每捐款1元，新浪同时配捐1元！@北京感恩公益基金会http://t.cn/A6Pfslok
59	#抗击肺炎关爱医护#为爱前行，我一直在路上。我在“疫情一线医护•守护者后盾行动”项目捐款成功！您每捐款1元，新浪同时配捐1元！@北京感恩公益基金会http://t.cn/A6Pfslok
59	#抗击肺炎关爱医护#为爱前行，我一直在路上。我在“疫情一线医护•守护者后盾行动”项目捐款成功！您每捐款1元，新浪同时配捐1元！@北京感恩公益基金会http://t.cn/A6Pfslok
59	#抗击肺炎关爱医护#予人为乐，与己而乐。我在“疫情一线医护•守护者后盾行动”项目捐款成功！您每捐款1元，新浪同时配捐1元！@北京感恩公益基金会http://t.cn/A6Pfslok
59	#抗击肺炎关爱医护#小善意，大温暖。我在“疫情一线医护•守护者后盾行动”项目捐款成功！愿点滴之举温暖更多心灵。您每捐款1元，新浪同时配捐1元！@北京感恩公益基金会http://t.cn/A6Pfslok
59	#抗击肺炎关爱医护#涓滴之水成海洋，颗颗爱心变希望。我在“疫情一线医护•守护者后盾行动”项目捐款成功！您每捐款1元，新浪同时配捐1元！@北京感恩公益基金会http://t.cn/A6Pfslok
59	#抗击肺炎关爱医护#赠人玫瑰，手有余香。我在“疫情一线医护•守护者后盾行动”项目捐款成功！您每捐款1元，新浪同时配捐1元！@北京感恩公益基金会http://t.cn/A6Pfslok
59	#抗击肺炎关爱医护#予人为乐，与己而乐。我在“疫情一线医护•守护者后盾行动”项目捐款成功！您每捐款1元，新浪同时配捐1元！@北京感恩公益基金会http://t.cn/A6Pfslok
78	#2019年快乐回忆#1.在上海外滩跨年2.收到BH复试通知3.复试第一顺利录取4.飞速拿到驾照5.毕业（告别不喜欢的人）6.暑假家教挣钱7.来北京上学8.有了新姐妹9.带Barbara北京溜达10.经历心动和爱情（我喜欢他，从没这样喜欢过别人）
79	#王俊凯期末北电公演#我好骄傲阿昨晚还在跨年演唱会上台风超酷的大明星今天连夜就从海口赶到北京扮演了店小二小顺子的角色王俊凯的进步真的一点一滴看得到台词进步了好多我越来越期待青年演员王俊凯了@TFBOYS-王俊凯
80	【#多地启动一级响应#】1月23日至24日，浙江、广东、湖南、湖北、安徽、天津、北京、上海、重庆、四川、江西、云南、贵州、山东、福建、广西已先后启动重大突发公共卫生事件一级响应。
81	#晒年味#北京是一座与众不同的城市，国安是一家独一无二的俱乐部，过去的一年有得有失，新的一年苦尽甘来，无论是对球队，还是对自己，必定都是收获满满的一年！扫除阴霾，新年快乐！
82	能让武汉封城、北京所有庙会取消、贺岁电影全部下架、全国戒备百城空巷，疫情一定严重到超乎我们的想象！请放下你的盲目自信...请照顾好自己和家人…请对自己和家人负责！！#新型冠状病毒肺炎#这个春节你怎么过？
80	【#多地启动一级响应#】1月23日至24日，浙江、广东、湖南、湖北、安徽、天津、北京、上海、重庆、四川、江西、云南、贵州、山东、福建、广西已先后启动重大突发公共卫生事件一级响应。@人民日报
83	【#北京新增4例新型肺炎确诊病例#，都到过或常住武汉】北京市1月22日新增4例新型冠状病毒感染的肺炎病例，确诊患者总数增至14人。4名新增患者为两男两女，年龄在33-45岁之间，都到过或常住武汉。其中3人在1月20日就诊，1人在1月21日就诊。目前这4名患者病情平稳，35名密切接触者没有发热等异常情况。北京市卫生健康委员会通报这4名新增确诊患者的相关信息：1.石景山区45岁男性患者，1月11日赴武汉，1月14日返京，1月19日出现发热症状，1月21日在北京市医疗机构就诊；2.西城区42岁男性患者，于1月11日和1月18日两次赴武汉，1月19日返京，1月20日出现发热症状，在北京市医疗机构就诊；3.常住武汉市的33岁女性患者，出现发热症状后，于1月20日在北京市医疗机构就诊；4.武汉市33岁女性患者，1月18日来京，暂住朝阳区，1月20日在北京市医疗机构就诊。根据临床症状和流行病学调查，经疾病预防控制中心检测、专家组评估，以上4名患者1月22日确诊为新型冠状病毒感染的肺炎病例。4名患者病情平稳，在定点医院接受隔离治疗。现已对35名密切接触者开展医学观察，目前无发热等异常情况。截至1月22日18时，北京市共确诊14例新型冠状病毒感染的肺炎病例，其中西城区2例、朝阳区1例、海淀区2例、丰台区1例、石景山区1例、通州区1例、大兴区2例、昌平区2例，武汉来京人员2例。（总台央广记者白杰戈）
46	#电视剧我在北京等你#逐梦路上，“等”你同行！#电视剧我在北京等你#
84	#北京确诊14例新型肺炎病例#武汉就不能封城么！！！
85	共读打卡#共读打卡#总No.3202020.1月.Day20《假如岁月足够长》（作者：三浦紫苑，译者：周慧，出版社：北京联合出版公司）今日阅读：P75-114。今天光顾着关心我大武汉了🙏🙏🙏，没读几分钟。昨天说了政跟源谁更幸福，表面看是家庭事业皆得意的政，而他却因年轻时只顾工作忽视了家庭，退休后惨遭妻女抛弃，一个人过得孤苦伶仃。而“本该”鳏寡孤独的源呢？却过得浓墨重彩，有滋有味：有孝顺的徒弟承欢膝下，有热络的邻居聊天送饭，身上没有丝毫悲怆，野蛮生长得生机勃勃！当时间从指尖缓缓流逝，当“赚钱”不是人生唯一目标的时候，政才突然发现：他一辈子忽略了妻子的付出，错过了女儿的成长。古稀之年的他，内心荒芜，“贫穷”之至；而“啷里啷当”的源呢？才是生活的主角吧？他把“细工花簪”的手艺不仅仅当成一份职业，更是一种全神专注让自己愉悦的生活方式，虽然没能白头到老，但在妻子有限的生命里倾注了所有的爱，爱情如是，友情亦然，对发小对徒弟，他也是全心全意，有情有义，这种全身心的付出，才是他不管遭遇了什么，都能乐呵呵坚持下去的根本原因吧？人生只有一次，质量如何，跟心态与处事有着根本的关系呀！@上海世纪出版官方旗舰店小纪纪，晚安鸭
43	#北京新增5例新型肺炎病例#那春晚会有影响吗？那里面的人也很密集吧如果有的话，希望能够做好防护措施吧真的，希望过一个好年啊
43	#北京新增5例新型肺炎病例#大家一定要注意🙏
43	#北京新增5例新型肺炎病例#我现在有点紧张😰我家就在清华长庚旁边啊
