回	0.605
一年	0.804
第一次	0.699
看到	0.762
同事	0.690
炫	0.992
即使	0.862
鄙司	1.000
这样	0.787
土鳖	1.000
小	0.793
各种	0.751
声光电	1.000
手段	0.800
比	0.766
那年	0.996
港村	1.000
回归	0.921
20	0.546
周年	0.880
晚会	0.777
酷炫	1.000
小伙伴	0.790
多才多艺	1.000
老年人	0.619
远远	0.821
滴	0.637
台下	0.999
看着	0.821
颇	1.000
感慨	0.917
听人	0.756
介绍	0.747
钢琴	0.937
十级	1.000
那个	0.752
外面	0.632
参加	0.752
专业	0.908
乐队	0.743
还有	0.761
得	0.622
过	0.741
全美	1.000
比赛	0.881
大奖	0.548
本行业	1.000
耽误	0.619
hippop	1.000
歌手	0.813
…	0.716
阳光普照	1.000
小千	1.000
梦	0.895
晚上	0.589
陪	0.876
姐妹	0.766
头发	0.419
回来	0.615
太晚	1.000
忙	0.650
完	0.747
哦	0.777
宝贝	0.888
到家	0.824
吗	0.632
节目	0.734
可爱	0.911
机灵鬼	1.000
真诚	0.933
认真	0.865
诚恳	0.667
给出	0.709
意见	0.752
对待	0.847
每	0.939
报以	1.000
最大	0.836
小千是	1.000
世界	0.933
最最	0.821
妈咪	0.998
给	0.703
亲亲	0.667
TFBOYS	0.838
-	0.526
好好	0.800
休息	0.639
早点	0.686
睡觉	0.593
照顾	0.932
天	0.636
冷	0.428
穿	0.657
多点	0.615
哈	0.509
永远	0.863
最	0.800
偏爱	0.711
小孩	0.901
强迫	0.396
在家	0.646
学	0.736
做饭	0.640
我爸	0.294
外卖	0.738
新增	0.359
5	0.488
例	0.401
新型	0.303
肺炎	0.516
病例	0.515
出门	0.616
唉	0.622
每次	0.749
SZ	0.383
老	0.727
铜锅	0.383
涮	0.243
火锅	0.697
飞哥	0.383
吐	0.358
槽	0.638
扬言	0.334
带我去	0.827
正宗	0.487
话	0.730
落地	0.912
羊肉串	0.595
好吃	0.622
😋	0.463
十几年	0.884
前	0.688
北大	0.911
校园	0.912
活动	0.808
里	0.804
北京大学	0.897
二三十	1.000
场	0.719
摇滚	0.989
之夜	1.000
这类	0.866
听到	0.723
南无	0.100
花花公子	1.000
demo	1.000
但	0.819
全场	0.505
跟着	0.856
大喊	0.750
龌龊	1.000
样子	0.834
至今	0.646
记得	0.851
并	0.752
追忆	1.000
大郎	1.000
五郎	1.000
加上	0.727
小妹	0.501
以	0.840
契机	0.900
绕口令	1.000
快板书	1.000
紧密结合	1.000
起来	0.714
心里	0.788
悄悄	0.747
那些	0.810
急忙	0.501
慌地	0.001
提前	0.472
返京	0.204
朋友圈	0.640
好多	0.755
由于	0.701
担心	0.735
不能	0.665
按时	0.548
回去	0.683
干脆	0.341
久	0.729
他们	0.849
栋梁	0.630
干	0.553
大事	0.923
重要	0.861
无关紧要	0.334
有没有	0.649
岗位	0.936
所谓	0.787
小区	0.509
封不封	0.001
能	0.745
买到	0.504
菜	0.543
多不多	0.353
完全	0.741
找	0.571
不到	0.631
理由	0.613
抗击	0.888
关爱	0.995
医护	0.961
予	0.991
人为	0.873
乐	0.924
与己	0.991
而乐	0.991
“	0.805
疫情	0.679
一线	0.931
•	0.846
守护者	0.999
后盾	1.000
行动	0.824
”	0.806
捐款	0.986
成功	0.880
！	0.727
您	0.820
元	0.719
新浪	0.833
同时	0.848
配捐	1.000
感恩	0.979
公益	0.977
基金会	0.977
http	0.949
/	0.765
t	0.952
cn	0.955
A6Pfslok	1.000
发生	0.852
灾难	0.963
一直	0.775
很少	0.891
发言	0.746
可能	0.776
医学生	1.000
缘故	0.744
心疼	0.789
奋战	0.991
医护人员	0.833
大多数	0.929
无辜	0.895
病人	0.729
背后	0.853
不幸	0.911
湖北	0.674
紧急状态	0.889
前一天	0.442
伤医	0.853
事件	0.697
一群	0.807
医学	0.640
盲在	1.000
那里	0.823
指点江山	0.854
含糊	1.000
翻过去	1.000
关注	0.770
义务	0.566
忽视	0.926
生存	0.741
权利	1.000
贪生怕死	1.000
命	0.696
面对	0.889
逆向	1.000
前行	0.971
有时	0.968
多	0.765
信念	0.990
者	0.474
一往无前	1.000
目的	0.899
不论什么	0.510
敬意	0.986
遥送	1.000
法律	0.906
保护	0.768
始终	0.885
广大	0.790
非	0.784
学习者	1.000
防伤	1.000
医	1.000
刑法	1.000
玩笑	0.998
却	0.875
医闹	0.725
负责	0.628
确诊	0.414
14	0.484
武汉	0.616
封城	0.542
么	0.794
离开	0.812
一天	0.739
顺利	0.739
难弄	0.155
月	0.474
日	0.423
婚姻登记	0.323
预约	0.258
这天	0.569
过生日	0.546
赠人	0.999
玫瑰	0.998
手有余香	0.999
加油	0.887
刷题	0.583
组	0.751
新年快乐	0.803
+	0.623
14day242020	0.583
⃣	0.690
读题	0.583
圈圈	0.583
列式	0.583
0242	0.583
连连看	0.583
高级	0.716
版	0.581
0043	0.583
047	0.583
乘法	0.583
048	0.583
减法	0.791
2018	0.802
资料	0.511
分析	0.826
发表	0.800
博文	0.793
及	0.656
周边	0.568
长城	0.776
延庆	0.124
水口	0.146
村	0.685
20190301	0.146
公交路线	0.146
Y31	0.146
王家	0.146
堡	0.664
徒步	0.729
Y24	0.146
电视剧	0.654
逐梦	0.297
路上	0.742
同行	0.550
从	0.747
来到	0.735
家	0.704
第一件	0.767
事	0.754
画画	0.854
应对	0.822
各国	0.911
纷纷	0.807
采取措施	0.762
意大利	0.591
总理	0.671
孔特	1.000
31	0.496
宣布	0.669
该国	0.802
将	0.748
进入	0.731
国家	0.835
地方	0.782
政府	0.723
更	0.829
权力	0.717
计划	0.660
持续	0.825
六个月	0.751
已	0.634
拨款	0.999
约	0.555
500	0.609
万	0.726
欧元	0.715
病毒	0.806
稍	0.985
早前	0.742
禁飞	1.000
往来于	1.000
中意	0.930
航班	0.445
新加坡政府	1.000
自	0.621
日起	0.497
禁止	0.585
天曾	1.000
到访	0.544
中国	0.867
大陆	0.852
旅客	0.287
入境	0.396
过境	0.270
无论	0.910
国籍	1.000
俄罗斯	0.758
发现	0.695
两例	0.601
冠状病毒	0.256
；	0.698
关闭	0.533
往返	0.349
航线	0.441
俄航	1.000
广州	0.686
香港	0.709
除外	0.574
祖国	0.923
反黑	1.000
站	0.611
红十字会	0.688
拨付	0.500
第一批	0.828
亿元	0.677
资金	0.931
适当	0.743
延长	0.353
春节假期	0.675
善意	0.992
温暖	0.976
点滴	0.964
之	0.879
举	0.999
心灵	1.000
发布	0.625
头条	0.696
文章	0.770
一部	0.874
不负	0.988
叶问	0.996
首映	0.986
观众	0.872
完美	0.924
谢幕	0.751
昌平	0.723
沙河	0.868
水库	0.835
之冬韵	0.835
范丞丞	0.901
🍊	0.799
LIKEAFAN	1.000
01	0.356
18	0.533
雾	0.695
转	0.451
多云	0.184
℃	0.191
入冬	1.000
连绵	1.000
阴雨天	0.500
最让人	0.915
难以	0.712
招架	1.000
季节	0.867
打开	0.597
天气预报	0.184
掰	0.854
手指头	0.806
数下	1.000
晴天	0.810
何时	0.865
到来	0.939
像	0.821
这种	0.786
心思	0.636
了然于心	1.000
一样	0.800
总会	0.820
举手	1.000
投降	0.821
时刻	0.891
带来	0.893
新鲜	0.378
事物	0.905
补足	0.800
慰藉	1.000
周末	0.758
出勤	1.000
日子	0.859
过年	0.611
工作日	0.369
倒计时	0.811
啦	0.735
靠着	0.751
小丞	1.000
远程	0.797
发射	0.491
光波	1.000
大家	0.684
充满	0.977
电	0.546
再接再厉	0.669
呀	0.728
今夜	0.856
—	0.822
每日	0.796
多省	1.000
任务	0.886
努力	0.894
控评	0.957
轮博	1.000
超话	0.970
打	0.746
榜	0.815
🔔	1.000
检查	0.618
签到	0.953
汇总	0.494
(	0.739
)	0.746
寻艺	1.000
重点	0.763
⭐	0.253
➕	0.737
赞	0.978
评	0.551
‼	0.615
欢迎	0.929
加入	0.742
群招	1.000
数据	0.780
招新	1.000
丞丞	1.000
丞星	1.000
Adam0616	1.000
京	0.810
鄂	0.620
巾帼	0.957
共御	0.957
妇女儿童	0.962
发展	0.928
A6PXxvYt	0.957
今日	0.808
纪实	0.856
从田	0.926
同学	0.839
说来	0.970
那一刻	0.885
逃不掉	0.926
一场	0.849
园子	0.975
改	0.548
节目单	0.960
你社	0.926
不为人知	0.985
传统	0.914
听个	0.963
腿子	0.926
活	0.678
那么	0.758
难	0.766
精疲力尽	0.963
下	0.755
记	0.870
铃木	0.926
食堂	0.422
博多	0.528
一幸	0.926
舍	0.463
不行	0.645
成果	0.941
人民	0.903
怎样	0.948
看待	0.965
反向	0.770
春运	0.839
现象	0.780
春节	0.764
不再	0.795
空城	0.755
求求	0.537
你们	0.746
回家吧	0.962
二环路	0.687
开	0.566
80	0.667
迈	0.924
过节	0.809
空间	0.849
不要	0.671
骂	0.562
心里话	0.962
各回	0.462
各家	0.394
年代	0.809
公交车	0.593
电车	0.924
满大街	0.962
跑	0.642
从来不	0.784
堵车	0.912
气候	0.408
冷得	0.039
阳光	0.942
闪光	0.870
侠	0.685
慈善	0.967
JacksonYee	1.000
工作室	0.828
全员	0.623
全副武装	0.997
非常	0.836
时期	0.882
不用	0.686
哥哥	0.950
脸	0.557
只求	0.748
健康	0.687
增加	0.741
后天	0.900
除夕夜	0.711
周	0.828
老师	0.887
此	0.763
恭祝	1.000
处理	0.539
黑号	1.000
老板	0.476
平平安安	0.688
虽然	0.821
随时	0.674
家访	1.000
小室	1.000
N95	0.872
看不到	0.773
一岁	0.990
成熟	0.923
小朋友	0.921
快	0.784
三岁	0.802
带上	0.718
n95	1.000
我国	0.915
规格	0.842
药用	1.000
辅料	1.000
倚重	1.000
进口	0.704
质量	0.557
控制	0.738
受到	0.815
技术	0.858
限制	0.774
尤其	0.825
成分	0.862
复杂	0.855
以及	0.742
现代	0.987
色谱	1.000
质谱	1.000
面临	0.923
解析	0.982
急需	0.664
突破	0.962
众多	0.825
挑战	0.929
中国医学科学院	1.000
ChineseAcademyofMedicalSciences	1.000
CAMS	1.000
协和	0.816
医学院	0.998
PekingUnionMedicalCollege	1.000
PUMC	1.000
研究所	0.835
InstitueofMateriaMedica	1.000
IMM	1.000
金兰	1.000
研究员	0.900
基于	0.860
安捷伦	1.000
Agilent1290InfinityII	1.000
液相	1.000
6550	1.000
四极	1.000
杆	1.000
飞行	0.707
时间	0.734
液质	1.000
联用	1.000
系统	0.742
研发	0.904
智能	0.734
ExcipientProfiler	1.000
由	0.656
科迈恩	1.000
该	0.685
全面	0.776
商业化	1.000
智能化	0.858
帮助	0.806
用户	0.555
能够	0.846
一键	0.669
式	0.947
获取	0.753
结果	0.536
二姐	0.499
工作	0.708
开心	0.822
然后	0.636
tb	0.009
花	0.655
50	0.543
块	0.518
算命	0.009
人家	0.576
看中	0.009
她	0.716
变	0.899
富婆	0.009
抱	0.702
大腿	0.242
也好	0.814
算	0.619
一算	0.043
呜呜	0.688
呜	0.686
414	0.502
23	0.428
54	0.357
分	0.636
韩国	0.364
早	0.784
小时	0.691
2020.1	0.004
结束	0.637
D	0.465
社太	0.004
失望	0.660
涓滴	1.000
之水成	1.000
海洋	0.982
颗颗	1.000
爱心	0.968
均	0.587
棋	0.000
特别	0.799
怕冷	0.364
为啥	0.426
执着	0.908
梦想	0.895
买房	0.609
不够	0.668
热	0.536
错过	0.918
山东	0.651
今年	0.711
三月	0.610
计算机	0.808
二级	0.700
考试	0.859
报名	0.830
也罢	0.754
考	0.929
九月份	0.888
有证	0.511
傍身	0.994
zwz	0.736
走过	0.939
多路	0.868
mrb	0.736
转悠	0.836
回忆起	0.947
东西	0.640
大大的	0.917
付出	0.931
愿望	0.826
玩儿	0.682
看雪想	0.792
日本	0.799
唱歌	0.882
跑调	0.792
未完待续	0.560
每个	0.791
人能	0.715
贡献	0.975
外出	0.693
勤洗手	0.505
就医	0.639
🙏	0.714
以前	0.798
读	0.975
大学	0.886
逢年过节	0.999
总是	0.859
难过	0.826
想到	0.754
姥爷	0.835
天堂	0.856
说不定	0.732
只能	0.691
庇护	0.998
家里	0.715
太远	0.998
顾不到	0.998
波妞	0.998
ponyo	0.998
_	0.780
美妞	0.998
啥时候	0.514
今日说法	0.853
赴汤蹈火	0.970
消防员	0.970
20200102	0.970
完整	0.912
视频	0.828
中午	0.613
12	0.395
35	0.464
中央电视台	0.861
制作	0.944
播出	0.904
正式	0.802
CCTV	0.735
央视	0.675
一套	0.681
主题	0.943
围绕	0.953
故事	0.920
展开	0.848
报道	0.772
讨论	0.866
精彩内容	0.779
敬请期待	0.899
邻友圈	0.638
建议	0.774
部分	0.664
单位	0.632
至	0.597
十五	0.459
之后	0.722
22	0.550
日晚	0.647
卫健委	0.642
通报	0.397
石景山区	0.000
45	0.565
岁	0.711
男性	0.587
11	0.444
赴	0.618
19	0.525
出现	0.740
21	0.476
我市	0.519
西城区	0.632
42	0.523
于	0.728
两次	0.591
常住	0.000
武汉市	0.437
33	0.700
女性	0.760
来京	0.336
暂住	0.016
朝阳区	0.356
根据	0.601
临床	0.684
流行病学	0.624
调查	0.627
经	0.503
疾病	0.717
预防	0.659
控制中心	0.695
检测	0.526
专家组	0.660
评估	0.750
名	0.546
平稳	0.638
定点医院	0.498
隔离	0.471
现已	0.203
密切接触	0.385
开展	0.765
医学观察	0.396
目前	0.773
无	0.341
异常情况	0.275
截至	0.266
共	0.560
其中	0.612
海淀区	0.198
丰台区	0.188
通州区	0.000
大兴区	0.401
昌平区	0.466
人员	0.536
回应	0.793
暴力	0.766
强烈建议	0.922
配枪	0.844
看法	0.934
供	0.594
参考	0.641
卫	0.668
计委	0.501
2019coV	1.000
第四版	1.000
出来	0.707
方案	0.801
基本上	0.809
北京协和医院	1.000
方法	0.912
强制	0.719
中药	0.750
风险	0.687
极大	0.694
注射液	1.000
德国	0.850
治愈	0.395
美国	0.870
明显	0.798
不同	0.865
这次	0.781
肺部	0.905
重症	0.814
院士	0.868
最新	0.288
那篇	1.000
CDC	0.997
柳叶刀	0.508
对于	0.825
轻症	0.723
严重	0.721
主要	0.811
大量	0.759
细胞因子	1.000
风暴	0.908
Cytokinestorm	1.000
1918	1.000
流感	0.806
2003SARS	1.000
2009	0.748
H1N1	0.806
因素	0.732
过程	0.842
触发	1.000
免疫系统	0.983
身体	0.836
进行	0.584
猛烈	1.000
攻击	0.844
成为	0.859
引起	0.699
急性	0.334
呼吸	0.841
窘迫	1.000
综合症	0.800
器官	0.999
衰竭	0.677
对症	1.000
首先	0.811
压制	0.781
反应	0.774
推荐	0.873
激素	1.000
使用	0.612
过量	1.000
上次	0.621
SARS	0.874
用	0.741
副作用	1.000
股骨头	1.000
坏死	1.000
并发症	0.500
适量	0.742
吸入	0.936
定量	1.000
如布	1.000
地	0.822
奈德	1.000
之类	0.721
有效	0.826
减少	0.661
安全	0.725
单抗	1.000
试试	0.862
IL	1.000
6	0.404
受体	1.000
对抗	0.924
级	0.464
配合	0.651
呼吸机	0.994
叶克膜	1.000
ECMO	1.000
依靠	0.965
自身	0.795
免疫力	0.908
扛过去	0.903
类	0.859
a	0.542
干扰素	1.000
免疫增强	1.000
刺激	0.873
反而	0.683
加重	0.546
按照	0.638
王	0.884
广发	1.000
主任	0.862
相信	0.797
靠克力	1.000
芝治好	1.000
早期	0.778
估计	0.645
48	0.572
内吃克力	1.000
芝	1.000
或者	0.744
吉利	1.000
德	0.793
新药	1.000
RDV	1.000
阻断	0.902
复制	0.833
效果	0.834
好点	0.573
肖战	0.814
兔	0.999
X	0.716
玖	0.829
少年	0.912
团肖战	0.829
DAYTOY	0.829
台	0.723
代言人	0.993
博友	0.999
在职	1.000
教育	0.861
学校	0.861
河北	0.727
天津	0.415
一片	0.907
紫菜	0.677
包饭	0.998
万紫千红	0.998
踏春	0.996
福气	0.823
临楼	0.996
辞旧迎新	0.996
万象	0.498
清	0.816
春满人间	0.996
紫	0.751
杨紫送	0.996
福来	0.996
福吉双	0.996
北卫	0.996
贺	0.996
携手	0.962
相约	0.907
初一	0.821
新年	0.626
钟声	0.996
一同	0.641
敲响	0.999
大年初一	0.584
共聚	0.996
💜	0.997
olay	0.245
品牌	0.811
见面会	0.621
我妈	0.353
又染	0.235
爸	0.383
有钱	0.590
杭州	0.639
赚钱	0.793
快递	0.369
使命	0.952
必达	0.003
中国邮政	0.003
第四批	0.003
两架	0.002
救援	0.349
物资	0.556
专机	0.002
飞抵	0.001
上午	0.699
集团	0.471
有限公司	0.593
第一	0.747
紧急	0.452
承运	0.003
共计	0.499
26	0.661
吨	0.617
防疫	0.621
医疗	0.795
邮航	0.003
包机	0.692
运抵	0.003
短时间	0.658
最快	0.745
速度	0.821
前线	0.819
相关	0.627
昨晚	0.662
抵达	0.501
北京首都机场	0.003
连夜	0.253
装	0.499
飞机	0.585
办妥	0.502
手续	0.509
分别	0.750
今晨	0.501
8	0.516
点	0.621
点半	0.502
起飞	0.572
集团公司	0.003
启动	0.566
绿色通道	0.568
寄递	0.002
累计	0.391
五	0.714
架次	0.003
多吨	0.003
已致	0.635
17	0.431
维护	0.823
社会安定	0.935
越是	0.851
排查	0.437
民心	0.761
越乱	0.903
这才	0.863
连续	0.514
两起	0.500
恶性案件	1.000
疯	0.427
人心惶惶	0.879
优秀	0.904
伤害	0.817
学医	0.801
考虑	0.795
出国	0.839
网友	0.712
救	0.899
哪	0.633
国人	0.897
90	0.740
初	0.828
抢	0.607
万八千	1.000
能判	1.000
死刑	0.400
法制	0.688
半天	0.572
怎么	0.645
宽松	0.983
感到	0.901
延期	0.651
复工	0.751
为什么	0.697
下发	0.677
文件	0.787
2.3	0.835
2.9	0.417
号	0.470
办公	0.599
心算	0.835
安定	0.745
下来	0.737
早晚	0.559
高峰	0.786
地铁	0.689
人多	0.760
可怕	0.682
分滑	0.995
完雪	0.995
躺	0.691
B	0.839
宝藏	0.944
跨年	0.802
啊啊啊	0.897
宣传	0.745
于是	0.773
熬夜	0.861
偷	0.811
瞄	0.998
提词	0.995
器太	0.995
主持人	0.926
帅	0.899
各	0.653
企业	0.685
10	0.549
上班	0.529
就要	0.715
曙光	0.689
坚持	0.793
乱跑	0.545
这张	0.420
2019	0.790
流出	0.887
人口	0.777
去向	0.752
分布图	0.008
推测	0.752
湖北省	0.699
内	0.753
重灾区	0.540
高发	0.631
特殊	0.787
全都	0.551
一售	0.012
空	0.682
临	0.612
之际	0.899
翻遍	0.011
找到	0.764
浏览	0.692
各个	0.686
派送	0.012
APP	0.726
显示	0.738
全部	0.631
售罄	0.503
安然无恙	0.671
半夜	0.468
冒	0.585
寒冷	0.751
三家	0.455
药店	0.151
可算	0.012
一盒	0.485
心切	0.506
一切顺利	0.799
🐸	0.428
arashi	0.428
北京站	0.720
组合	0.774
国内	0.767
集合	0.690
预定	0.467
租房	0.320
求租	0.010
两居室	0.001
高碑店	0.000
六号	0.000
线	0.816
具体	0.682
团结湖	0.010
超过	0.707
路程	0.572
房租	0.222
4500	0.667
左右	0.727
解讀	0.000
PHEIC	0.704
與	0.300
網絡	0.000
流傳	0.000
疫區國	0.000
兩碼	0.000
時間	0.260
淩	0.000
晨	0.000
點	0.000
30	0.514
左	0.012
後	0.326
重新召集	0.000
緊急	0.000
委員會	0.000
世衛	0.000
組織	0.000
總幹事	0.000
譚德賽	0.000
宣	0.334
佈	0.500
將	0.000
此次	0.742
冠狀	0.600
病毒感染	0.960
列為	0.000
國際	0.000
關注	0.000
突發	0.000
公共	0.619
衛生	0.335
時	0.001
表示	0.822
這	0.093
對	0.165
中國	0.232
信任投票	0.000
相反	0.807
WHO	0.814
於	0.333
能力	0.886
將持續	0.000
信心	0.880
反	0.767
復	0.371
強調	0.000
之所以	0.903
做出	0.879
決定	0.320
為	0.143
特別	0.000
保護衛生	0.000
系統	0.667
較	0.000
弱	0.689
國家	0.002
詳情	0.000
关于	0.566
传人	0.672
否定	0.581
卫生部	0.434
日派	0.000
结论	0.727
以致于	0.475
专家	0.789
组成员	0.833
传染	0.670
会议	0.468
真正	0.923
明确	0.735
钟南山	0.808
带领	0.781
