user_id	微博正文
6054248815	“失而复得是场约会。”“找东西找到头昏的时候只能交给时间，”她抿嘴笑起来，笔下的字迹如同春日涓涓流淌。“所以在此时的每次丢失都是被未来预约，目的是之后的，突袭一般的出现。焦头烂额的寻找是期待的伪装，必须力尽后用不在意的眼光等待，如同对整一个世界的隐瞒。”“这是个公开的秘密……是我在此静守的，与他的相会。”她看了看屏幕，料峭的轮廓随着忽明忽暗的屏幕变幻不定，只有视线始终稳妥，有些含着笑的。“以后找不到东西，都怪李泽言。”她拿笔在日记末尾添了一句，时间随着字迹跳动一格，亮起的屏幕像彰显某人的不满。
1908309225	女朋友真的非常貼心了。換季的時候送加濕器，熱衷做菜的時候送我個可以立放的超可愛迷你菜板，去看雪的時候送我雪地靴，春天的時候送我花花綠綠的運動鞋，喝到包裝可愛的咖啡會把圖案剪下來給我寄明信片，現在說要送我斑點狗的衣服問我穿不穿（最近很愛101忠狗）
3989999625	张艺兴不知不觉已经四个月啦感觉时间过得真快啊，这一个月里最大的感受就是要是早一点喜欢张艺兴就好了，但愿还不晚啊
6054967833	很奇怪，我不想再去占有谁了。不管什么关系，你想离开的话随时都可以，甚至都不用告诉我为什么。
3835196584	搞创真的要命我的泪从遇见张颜齐的那天起流向6.8人间不值得张颜齐值得
5628233904	我靠停下来缓个神就跨年了本来是去唱歌通宵还特地先睡了会定了闹钟结果一看还在下雨又不想动了连上了三天有点累到了于是爬起来吃晚饭顺便看FA大决战不知不觉就到新的一年了…大概是只有在日本才能体会到的气氛吧希望令和年能不要这么懒了有什么想做的一定要下手不要再后悔啦
5192556429	现在的人动不动就喜欢拿三观来说事，请问你是站在什么立场来评价我的三观？以什么身份评价我的三观？你用你的三观来评价我的三观，您也配？
5750668374	开心消消乐五个半小时的无限精力，我是真的肝不动了
6809999414	妈妈太了解我“虽然你最近每天都出去玩但其实你并不开心”.
6495364288	#那些年你听过薛之谦的歌#《方圆几里》我的爱扩散在方圆几里我的心要不回就送你，只要你转身我就在这里生活为什么这么多苦难，我的谦谦啊！这个世界就让你失望的，你却想让他和平！每想到在你还小的时候就妈妈没有陪伴在之后的生活中让那些女孩儿们一次次的伤深情的绅士不应该在你的身上我想在方圆几里刚刚好的位置对你说我是谦友谦友一直在～～😘
2326267861	我围观了@鲍秀兰诊室的回答，该问题价值120.00元，围观仅1元，快来一起围观~O微博问答
2615003320	#易烊千玺#【XXXX-】知命不惧，日日自新XXXX-O网页链接☀︎O网页链接✔︎O网页链接♥︎
2231489691	今天一口气刷了四部伊斯特伍德的电影，Themule，Invictus，Hereafter，ThebridgeofMadisoncounty.能感受到其中那种特殊的男性荷尔蒙，你好像抓不到它，却能时常察觉。家庭，责任，爱情都有一种强烈的气质。最后的廊桥遗梦让我哭的无法自拔。本应是一个烂俗的affair，却整成了真爱与家庭，与责任
2235629444	每天的心态就像过山车一样在“我可以”和“我他妈这个废物怎么还不去死”之间三百六十度旋转跳跃
2148559564	每个人都缺乏什么才会瞬间就不快乐
2930507983	张天真背着我在日本养了只名叫板栗的刺猬我好喜欢但不敢撸
6282334318	可以卑微如尘土，不可扭曲如蛆虫。
5357782258	大半夜打开了复联三。。注定又是不眠夜
5799818335	我一个权游第三集看三天了还停留在前五分钟今天肯定是又看不了几分钟了手机怎么这么好玩阿星怎么这么好追哦
2168034013	现在的韩娱圈一点也不好玩了都瞄准金字塔顶尖的人稍微有点什么错合起伙来踩你今天踩你明天就踩别人何必呢
6447143227	不買了！！！！！
6069287891	心里难受，上天也不懂我想要什么，本来我并不是要强的人，非要定义给我要强，独立，为什么要逼我，我很难受
7088647508	一日劳累忙忙碌碌一天内心只想大叫一声好累啊突然脑子一片空白总是会这样没心没肺的一天虽然劳累但也乐在其中小的时候总喜欢长大可是长大以后肩上的担子越来越重了总要做着一些并不喜欢及擅长的事总是在担心他们的感受怕做的不尽人意转念一想或许别人亦是如此–––爆困的小曦
6114688271	如果你已经不能控制每天想我一次～
1081023177	因为气氛实在太像过年…我妈睡前问我这次他们跨纪元不卖福袋不打折吗…现在我看到电视说札幌明天有些商店卖福袋真的是…过年啊…既然如此我去买箱子准备买买买了…
2249500935	新铁石心肠又恢復了以前的步調，同框在最後面幾分鐘但復仇已走到高潮，停不下來下集夜總會爆炸，小可愛想衝進現場確認sila生死，竟然到下跪求人放她進去
5724364269	就是买买买也带不来的愉快感
6905603355	@华晨宇yu【我的世界就是音乐】很早就习惯一个人生活他害怕人多的地方跟人说话会有压迫感别人说他唱歌像神经病...六年，他用音符与表演把大众的追捧隔绝在外这要命的随性少年清醒并不浮躁的前进和别人不一样又怎样“我是08042号选手华晨宇第一首歌要唱我的原创但是它有些奇怪。”任何人都没有义务按照别人认为的正确方式生活晚安花花🎑🎑晚安火星人晚安爱华晨宇的ET们[米奇比心][米奇比心][米奇比心]
5714059215	毕业快乐毕业不快乐
5621298489	安于现状，甚至连现状都不清楚，不愿行动，不愿改变，那么就得承担后果。
6406587646	球场激烈对抗难免受伤，可兰李根费尔德都受了伤，搞不清楚就人身攻击的才是真正垃圾。//【广东内线伤情：万圣伟胸骨骨裂缺席两个客场】O广东内线伤情：万圣伟胸骨骨裂缺席两个客场
6217034338	不适合谈恋爱
user_id	微博正文
3822609891	「十分先生·北京八年鲜炖甜品燕窝」🎗懂事的男/女朋友已经在准备圣诞🎄礼物🎁世上本无圣诞🤶老人所有的礼物和惊喜都来自爱你的人😘所以买燕窝随时约哦
6391432691	三年前考研那段时期，有段话我一直记在心里用以鼓励。“张华考上了北京大学；李萍进了中等技术学校；我在百货公司当售货员：我们都有光明的前途。”三年后，我的前途依然未卜，这段话重新被我记起来，如今我可能想到的是，“张华拿到了上海四大律所的offer；李萍考上了苏州的公务员；王明回家乡做乡村职业老师。：我们都有光明的前途。”
2250632037	我妈简直是下凡的天使回来说想香港的茄牛通了这不早餐就给我弄了说在北京都不敢吃火锅太干了晚餐又给我安排上了
1412982717	某公司上个月刚去大理outing，看洱海爬苍山做扎染；这周又要去北京开年会，吃大餐逛故宫南山崇礼滑个雪………好生让人羡慕
1305131894	普通人就走普通路就好了谁都不傻谁都不是神仙听父母的准没错家里条件不好就不要留在北京两个人至少得有一个人工作不那么忙
7520867238	时代少年团北京团综录制节目，录制地点北京，录制时间：12月22号—12月24号🈶️名额
5726618831	↓我来为你解答一汽轿车四川九洲北京文化金宇车城
1147054301	北京看丹桥附近刘记烩面。一家开了三十年的河南烩面苍蝇馆子。搬家后再没去过，五年后又找到了，老板还是那么胖。ps：馆子看着脏兮兮的，不过味道很正宗
5651328687	今天的快乐从去北京开始🤓🤓🤓
2268513104	北京市住建委：明确房屋征收补偿决定工作流程，区房屋征收部门与被征收人、公房承租人在征收补偿方案确定的签约期限内达不成补偿协议，或者被征收房屋所有权人不明确的，区房屋征收部门应及时报请区人民政府作出补偿决定。区人民政府原则上自征收补偿方案确定的签约期满之日起六个月内作出补偿决定。
5980037952	唯有热爱能融冰破雪，唯有记录能封存时间。想用电影人的方式打call冬奥，与一线导演并肩作战吗？快快加入2022年北京冬奥官方电影青年电影人全球招募计划，抓紧最后10天向我们投稿吧！
1668285003	【第二届全国公安“百佳刑警”推选结果揭晓】12月10日晚，第二届“热血铸剑·丹心卫民”全国公安“百佳刑警”推选宣传活动结果揭晓。经各地公安机关推荐、网上点赞和专家评审，北京市公安局刑侦总队七支队副支队长李庆春等100名同志当选全国公安“百佳刑警”，北京市公安局西城分局刑侦支队技术大队政委贾雪峰等49名同志获得全国公安“百佳刑警”提名奖。#百佳刑警#O第二届全国公安“百佳刑警”推选结果揭晓
6397705154	大多数人不认识它？北京“石库门”百年老房将露初容O大多数人不认识它？北京“石库门”百年老房将露初容
2868217834	【北京#西城大爷发长文鼓励成都确诊女孩#：周围言论没必要放心上，听医生话配合治疗】今年6月，“西城大爷”是北京疫情首例确诊患者，感染后准确回忆出活动轨迹，为相关部门提供重要信息。10日，“西城大爷”发文鼓励成都确诊女孩赵某某：周围复杂言论没必要放在心上，听医生的话配合治疗一定没问题。
6052716168	老秦开箱了，就在刚刚我同学兴奋的跑来和我讲竟然还有票，结果看错了我什么时候才能去看老秦的演出，还是北京场的
3226079971	脑子里全是老北京铜火锅对于火锅也是用情至深了
1685009467	接着聊买房的事。买房子有两个要素，一是买房子本身，二是买家庭本身。房子本身就不用说了，方方正正，南北通透，全明格局，前后不冲，是最理想的样子。家庭属于软件方面吧。之前看了个房子，对方说自己是北大教授。我跟他谈了一轮，考虑到北京的学区房最近已经涨疯了，所以他的条件我都答应了，结果这个人又后悔了，不舍的卖给我了。不过，我跟他谈的过程中，发现这个人的逻辑、表达、学识完全不像一个北大教授该有的样子。后来，我就去小区里随口问了个老头，这个老头跟我说，我问的这个人是他儿子，是做工程的，现在专门倒房卖。看见没，这就证明，在一些房东和买家心里，同样一个房子，北大教授的就比干工程的价格要高。
2406190387	因为疫情原因，北京的医院都不接受现场挂号。114上面挂号只能预约明天及以后时间的。我又一次挂不到眼科的号，最近医院的眼科只有下周一的号，稍微远点的医院只有后天的。相信我们很快就能走进欧美那种小病靠扛，大病靠命的美好生活。
3026774282	早上，傻猫精灵说新闻有个70多岁的大爷买了北京欢乐谷四年的年卡，没事儿就去坐过山车🎢，四年坐了人家8000多次，最多的一天飞了40多次我！好！羡！慕！过山车🎢狂热爱好者认识一下吧@罗云熙Leo
5108295883	发布了头条文章：《北京双眼皮/眼综合修复私立公立医院医生合集、哪个医生技术更好》O北京双眼皮/眼综合修复私立公立医院医生合集、哪个医生技术更好
2607009631	#北京世纪坛医院#我真他妈又一次对你们医院折服了.我尼玛约的好好的10:30CT，下一个就是我了，结果这医生就告诉我CT1出问题让我换CT3科室.我真的我想不出来什么词儿骂了，我全公司的人都在等着我回去开会，你就给我来个让我换CT3多等一个钟头.中国有了你们丫就好不了草.
3445562180	老实说真的羡慕北京local也许还是因为喜欢这座城市才有这样的感慨吧选择职业不受限制，就做自己想做的就好了外地人就要首先考虑，这家企业有没有落户指标，落户指标能不能给到我，是择优录取还是肯定能给…可能真的会为了先落户而放弃自己喜欢的公司，喜欢的环境，喜欢的人们…而这一放弃也许就是此生无缘…以前从来没幻想过自己有一天可以收到一份来自大城市的邀请，做到现在这步，也真的已经感觉与有荣焉。这一段时间见识了太多优秀的人，很喜欢这里每个人，积极进取活力满满的样子。北上广不相信眼泪，北京带给人们最多的就是坚强，还有一直奋进的动力。秋招快结束啦，希望每个人努力踏实的人都幸福。
6192549805	#好人365#【16年坚持义务为路人指路带动一批人传承志愿服务精神】谢亮是北京的一位离休干部，也是有名的“京城指路大王”，是志愿者的楷模。从2001年9月开始，他举着自制的“义务指路”牌子在东直门义务为过往行人指路，成立义务指路队，自编了3本指路手册更有效地帮助行人，甚至坚持从音标、单词开始苦学英语，学会了用简单的英语为外国人指路。如今，谢亮老人已离去，义务指路队仍在继续为行人服务。谢亮曾说：“指路队一定要将帮助别人、快乐自己的志愿服务精神传承下去。”O16年坚持义务为路人指路带动一批人传承志愿服务精神
7514121975	大盘震荡，你手上的股票怎么样了，以下个股在线解析：北京文化、瑞泰科技、中远海科、博杰股份、瑞丰光电、熙菱信息
1629442952	经过一年的努力，北京这边的销售超出预算500万元，等着年底拿额外奖励，😄。泰国公司破2亿，但是还没有突破预算指标，希望渺茫。只能靠北京这边的业绩了，✌
2129116090	从北京回到重庆，黄奕玮迅速还原工作状态。每天早上一到办公室就翻看日程，打开电脑，泡一杯咖啡，再搬出案卷……全国十佳公诉人这个重量级荣誉，仿佛和她并无交集。在同事们眼中，黄奕玮是深藏不露的“考霸”。全院员额考试第一名，全市十佳公诉人竞赛第一名，全国十佳公诉人业务竞赛第六名……详见：O黄奕玮：“小案”里的成长密码
7227906114	北京卫人中医医院##北京卫人医院#　　死精症是指死亡精子达到50%以上，死精症的原因有：　　1、感染：如附性腺感染，如附睾腺、精囊腺、前列腺感染，会直接损伤精子。如附睾腺、精囊腺、附睾腺受损，会导致精子活力明显降低。精囊腺感染造成死精增多。前列腺细菌感染，可直接造成精子内外损伤，甚至染色体结构改变，造成精子死亡;　　2、毒素：如有毒物质、药物等;　　3、抗精子抗体;　　4、细胞毒性抗体。
1975220917	累在北京一个月到手6800的工资，累成不知道图什么………
5974550036	国际化志愿服务【#北京#地铁宣武门站B1口、积水潭站D口本周日起陆续封闭】12月10日，据@北京地铁消息，为配合车站改造施工，根据北京市交通委员会批复，2020年12月13日（周日）首班车起至另行通知时止，2号线宣武门站B1口封闭；2020年12月18日（周五）首班车起至另行通知止，2号线积水潭站D口封闭。
5206807095	发布了头条文章：《北京公司注销清税流程及费用》O北京公司注销清税流程及费用
6123194227	发布了头条文章：《贰柒壹&微认可——第92期积分制管理实战精品课（北京站）火热开讲！》O贰柒壹＆微认可——第92期积分制管理实战精品课（北京站）火热开讲！
3607061445	#北京牙性龅牙矫正公立如何预约？北京牙性龅牙正畸如何选择医生？北京轻微龅牙矫正哪里做的好？北京轻微龅牙正畸有哪些医院？北京偏骨性龅牙矫正经验丰富的医生有哪些？#O北京整牙、牙齿矫正、口腔正畸医院医生测评！只找硬技术高口碑的医生
5185217854	日上免税店有没有姐妹进北京日上拼单群的呀
5532937815	北京时间10:47我的宿舍只有我一个人起床了就离谱
6574687398	“如果你也考北京就好了”
1649173367	【研报存有问题，#中信建投被北京证监局采取责令改正措施#】北京证监局网站11月30日更新信息显示，北京证监局日前公布关于对中信建投证券股份有限公司采取责令改正措施的决定。经查，公司发布的某研究报告存在以下问题：一是研究依据不充分，研究报告参考资料为电子平台个人账户上传文章，未进行规范信息源确认，关键数据交叉验证不足，数据基础不扎实；二是研究方法不够专业谨慎，分析逻辑客观性不足，以预测数据和假设条件主观推定结论。公司应于收到本决定书之日起30日内向北京证监局提交书面整改报告。O网页链接（LS）
2480203031	北京动物园美洲动物区今儿看到红山的豚豚，突然就想汉斯和玛格丽特了
6621366312	北京的冬天好冷啊上大学之前的十几年在东北过都不觉得这样冷也许身边有温暖的人相伴就不觉得多冷吧可是我现在真的好冷我不是说身体
6573209017	想问一下，有没有关于校园赞助的商家呀？我学校近期会去办一个由北京卫视举办的“声音的抉择”的大型活动，请问有没有意向来了解一下关于校园赞助的事情，我们可以面费为你们做宣传一年。
7336692475	『晚安晚安🍃』北京时间23：59，十一月的最后一条微博晚安小奶牛们。为了梦想在努力的人啊，我在东师等你🍂20201107🐑东北师范大学🌴#晚安#🍂
5526977512	十一月的最后一天恍惚这一年就要到尾声了一个人去看了《一秒钟》片头放了很多电影短片不知不觉就又到了跨年档开始宣传的时候去年的今天有很多好朋友一起去北京为了看故宫的雪和探店老徐爆肚今年大家毕业考研工作各自忙碌各种娱乐活动也就剩自己一个人了很久没有过这样独自出没的生活一个人吃饭面试学习逛超市一个人看电影做指甲喝700cc吃奶奶的美食就像高中生活快结束时那样好像人生每个重大节点我们都必须独自经历从电影院走出来的时候耳机里《燕窝》的前奏响起的时候觉得很感动虽然发生了太多事情一波三折生活没有变好但是慢慢都释然了也没有了所谓的完美情结这一周里有非常坎坷的fc面试经历回学校路上在地铁上裹着口罩一直不停流眼泪忍着不哭出声音有非常高压的论文材料准备面对导师很多细致的问题都觉得自己很废物什么也没想清楚变成1v1论文辅导后更加感觉到要争气不能辜负导师的认真也有认识了一个研究易学的弟弟聊了很多让我感到打开新世界大门的事情当然只是短暂的愉快聊天以后就再也没有交集有时候怀疑自己确实是没有维持与人关系能力的从前的生活靠运气现在它们大概不够多了经历了rc宣讲一面ai面虽然在忙碌在辛苦但觉得大概并不是自己非常想做的事情只是为这五斗米罢了一直在等fc的消息就容易焦虑起来大概就写到这里吧强迫症太想在十二月之前发出去了因为感受到能抓住的东西越来越少想记录下这些真实存在过的点滴不祈求好运了努力加油吧
7346131750	十一月真的好快哦，快到我还没囤泡面就已经结束了。但是十一月发生了好多好多事情。迎新晚会表演英语考试去北京体检核酸实习跟欢欢分开又和好最大最大的感受是要珍惜珍惜时间珍惜身边的人珍惜正在经历的事情
5664686828	自从从北京回来以后，皮肤状态就非常不好，各种爆痘泛红敏感。用啥啥都不管用，连之前用着维稳一绝的理肤泉也不管用了。怎么这么难搞的
3310620401	北京市委全会描绘首都“十四五”发展蓝图，展望2035年远景目标，要求坚持以首都发展为统领，做到“六个更加突出”O北京市委全会描绘首都“十四五”发展蓝图，展望2035年远景目标，要求坚持以首都发展为统领，做到“六个更加突出”
1742130070	11月终于结束了，一年中第二喜欢的月份有点喜欢不起来了，11月北京的雪也不太够意思。我太恋旧了，贪心地想留住所有。第一次经历那种开始即结束的感觉，搞得我措手不及，扑面而来的是：不稳定的情绪，没有规律的作息，被打乱的学习计划，日子过得一团乱麻。我明白应该怎么做，尽管很努力地在调整了，但是理智好像一直没有在线。时间过得好慢好慢啊，总想着这个月快点过去吧，下个月我一定能支棱起来。也许下个月真的还不错。12月第一天在家，喜欢的歌手要发新歌了。第一个周末，要去本部新食堂吃饭了。第一个周天，要见到芳心纵火犯凡尔撒了。……
3918819923	#武汉流星#&@TFBOYS-王俊凯无法言喻我的心情！2019年11月01日，去往北京，去看你的首场演唱会。那天清晨，北京划过一颗流星。2020年11月30日，我在武汉，等到你出关后的自拍。今天夜晚，武汉落下一阵流星。💙喜欢你，真的好神奇好圆满。💙
7523037502	我周围朋友都跟我说我出去呆了几天说话都有活力了其实我知道我出去呆不管一周还是一个月我在北京的遇到的问题都是放着解决不了我今天去公司一点点开始捋思路就算走了两公里手机电脑椅子都坏掉了我也没觉得很心烦只是一件一件买新的解决这些问题很多人因为热爱风景才去旅行我不是我是状态差到一定程度我知道再不缓解自己的焦虑和压力又会把自己逼回抑郁症焦虑症所以我才出去旅行而且一定要看海那种这时候也不太羡慕别人的朝九晚五呢还会偷偷庆幸自己是自由职业.
6337614800	#关晓彤摩登猫系大片#的确跟之前很不一样但是我还是会想到王牌对王牌里的，那个游戏，晓彤说：我还哟呵，上北京？哈哈哈哈挺逗的小姑娘
3156256085	看了个视频很迫切的想体验蹦极然后搜了一下北京的几个蹦极场所全都因为冬天闭园了
6732567098	【杨堤】杨堤是一个风光秀丽的村庄，这里群峰环抱，一水穿流，田园似锦，江山如画。到处都是咏不尽的诗，作不完的画。人们常赞美：春昆明、秋北京、夜上海、雨桂林。杨堤是欣赏漓江烟雨的最好地方，漓江烟雨是漓江风景一绝。雨中的杨堤，云绕千峰，瀑悬飞练，船影若幻，雨浪如烟。#迪拜#
2480203031	北京动物园美洲动物区瓶子艾莉
6438653459	《北京东方和谐怎么样？自体脂肪做的怎么样？》北京东方和谐装修是比较豪华舒适的，而且实力雄厚，拥有着多个病房以及无菌的手术室，主打自体脂肪填充，对脂肪有着很深入的研究，先后完成了很多有难度的脂肪案例，让人们的形象变得好看，从而提高个人的魅力。#面条会看脸#O北京东方和谐怎么样？自体脂肪做的怎么样？
6209809672	北京租房南邵附近租一个月，有给租的吗。
3747957961	北京城市副中心改善人居环境城市管理像绣花一样精细O北京城市副中心改善人居环境城市管理像绣花一样精细
5390319248	我这大油皮就该永远生活在北京的冬天，上完爽肤水精华乳液我脸都不怎么油！哈哈！！我爱北京的冬天
3747957961	北京市昌平区：观食兼用“羽衣甘蓝”为冬日昌平增添色彩O北京市昌平区：观食兼用“羽衣甘蓝”为冬日昌平增添色彩
5613127381	到北京啦～快回去睡觉吧，辛苦了～12月的马嘉祺会更好的～@时代少年团队长-马嘉祺
3892281382	【这个“歪果仁”来到“重生”的武汉：“这跟我想的不一样！”】11月28日，央视新闻《相对论》来到高佑思的直播带货现场，一同见证他的海外平台带货初体验。高佑思是谁？他的身份很多：一个在中国生活了12年的以色列人、北京大学国际关系学院留学生校友、粉丝数百万的“网红”短视频作者，“歪果仁研究协会”会长、创业者。在中国的这些年，他拍摄短视频、体验各种职业，如今直播带货成了他了解中国的新方式。『这个“歪果仁”来到“重生”的武汉：“这跟我想的不一样！”』O网页链接
5938783327	#装台#一直以为是北京话的“中央台”
6707534711	，【黄连天花】根据自己的需要量准备黄连，加入少量水混合后，直接在脸上涂上长粉刺的地方，花30分钟后洗掉。黄连全面调理肌肤，有效去除因上火而产生的粉刺。[五仁月饼]#北京纹身#
6384513781	39岁]39岁是男人的界限，许多男人“夭折”是39岁。党员干部中也有39岁的现象。曹丕、吕布、多尔坤、岳飞、郑成功都没有39岁。明朝农民领导人兼省份，38岁占领北京，39岁败退，神秘地消失。李大哲39岁就被处以绞刑。格巴拉、马丁•路德金共39岁被杀害。最强的钢琴家肖邦也在39岁时去世了。#邢昭林#
5936378798	今天让选择实习的地方北京or大同其实我一直就想在大同来着但是身边玩的好的选择北京选择困难的我又犹豫不决了算了～坚持自己的想法吧总不能永远有人同行并且也不是没人同行今天上表白墙了第一次有点小紧张小开心可能是满足了小小的虚荣？其实我也没有很差吧不知道他是个怎样的人
6670508886	1979年12月28日，由中央人民广播电台、中央电视台、中国青年报、体育日报联合举办的1979年全国最佳运动员选拔活动首次在北京宣布。陈晓霞、陈伟强、葛新爱、吴淑德、荣志兴、聂卫平、栾菊杰、邹振贤、宋晓波、吴新水等10名运动员当选。
7479848616	北京奥运博物馆添小讲解员O北京奥运博物馆添小讲解员
7479848616	北京城市副中心改善人居环境城市管理像绣花一样精细O北京城市副中心改善人居环境城市管理像绣花一样精细
1905869097	#世界级濒危猛兽接近北京#这话题绝了，以为是什么，原来是豹子到了河北。。。
2480203031	北京动物园美洲动物区忘记了这张没发出来，大食蚁兽内舍那边，当时就觉得很美～20201101
5607463428	20201130#今天北京环球度假区说话了吗#没有今日粉丝数为214677
6972054540	啊啊啊啊。想找朋友一起去北京destination酒吧🌈！想去happy见世面
3950203049	#自如#北京的租房市场真的够烂。找房东直租也好不到哪里去，房东三天两头来打扰，想尽办法扣押金。提前解约吧人家不按合同办事，已经交了的房租恨不得一分钱都不退给你。
6032980231	北京茅盾故居位于东城区交道口南街后园寺巷13号，1985年3月27日正式开业。故居为双向四合院，占地面积878平方米。门内的屏风墙上镶嵌着邓颖超题写的“茅盾故居”金字和黑色大理石横板。前院有三间北房、三间东西翼房和六个倒立座位。#摩洛哥旅行#
5874446287	“厕所革命”迎来了高科技北京市大兴区榆垡镇走出了科技为民的新路子O“厕所革命”迎来了高科技北京市大兴区榆垡镇走出了科技为民的新路子
2984844615	一直留着北京那位黄牛哥的微信和电话，差点就删了，还好没有删除啊！居然会让我看到他卖华仔演唱会的票！缘分真的是个奇妙的东西啊！哈哈哈哈(ಡωಡ)hiahiahia生命还是尽量不要留遗憾啊[米奇比心]
6709023403	1986年5月11日，中国著名的史学家何承达教授因病逝世于北京，被称为“史学从事”的何承道先生在30岁左右专攻史学，深入人心，对中国史学的发展起到了很大的作用。继承下来，对传统语学进行了多种改革和革新，以求信义的态度研究文体、思乐、思律和史史史史史，极大地拓宽了私学研究的领域。
5874446287	北京地铁八通线四惠站恢复运营预计明年上半年与1号线实现贯通运营O北京地铁八通线四惠站恢复运营预计明年上半年与1号线实现贯通运营
2622446315	未来是什么样不知道，总不会比这再差，再见，北京！后会无期！
5675052794	#兔日子#一觉醒来异常清醒，状态异常好，只是心里止不住地失落，备考无法不令我痛彻心扉地想念青春年少、梦想与北京..
3231142962	#世界级濒危猛兽接近北京#这标题起的我都准备跑路了
2895759815	#北京设百余个蛋壳公寓接待点#好好查吧。现在还不晚。
6589562855	北京市布点20余处生态监测站“十四五”期间将建起覆盖全市的生态监测体系O北京市布点20余处生态监测站“十四五”期间将建起覆盖全市的生态监测体系
6713346739	1600年5月18日，利玛窦带着庞迪我神父和准备好献给皇帝的礼物再度赴京，并于1601年1月24日抵达北京。进呈自鸣钟、圣经、《万国图志》、大西洋琴等方物，得明神宗信任。同年，明神宗下诏允许利玛窦等人长居北京。但中国的朝廷根本没有注意到，利玛窦长住北京的目的是为了传播基督教。#考古现场#
7495245845	冬天的傍晚远眺大钟寺地铁站干冷的天气配上高楼大厦是真正的北京啊
6379949744	【凯翼C3斩获“2014年度最具潜力小型车”殊荣】由北京数家媒体共同举办的专业新车评选活动--“2014年金蝴蝶新车大奖”在京隆重举行。作为中国自主品牌生力军的首款车型，凯翼C3凭借强大的产品力，便受到用户及行业的普遍认可，在此次评选激烈的角逐中脱颖而出，一举夺得“年度最具潜力小型车”殊荣。
6037568078	【奥迪全新A4】新奥迪A4是根据第二代MLBEvo模块化平台制造的，外观设计更具运动性，整体轮廓和现金变化不大，车身线条更硬，棱角更清晰，更有运动感强调。新的A4L使用了奥迪最新的矩阵式LED前灯。根据奥迪的相关计划，新车型将在北京车展上亮相，搭载新的2.0T涡轮增压引擎。
5749994074	代拍出图收今天豆子北京到达图
